ward,street_number,street_name,street_type,quadrant,square_suffix_lot,full_address
6,1206,WYLIE,ST,NE,1003 0090,"1206 WYLIE ST NE Washington, DC"
6,819,12TH,ST,NE,1003 0127,"819 12TH ST NE Washington, DC"
6,1366,H,ST,NE,1026 0152,"1366 H ST NE Washington, DC"
6,1334,MARYLAND,AVE,NE,1027 0034,"1334 MARYLAND AVE NE Washington, DC"
6,1381,H,ST,NE,1027 0835,"1381 H ST NE Washington, DC"
6,227,TENNESSEE,AVE,NE,1033 0127,"227 TENNESSEE AVE NE Washington, DC"
6,220,14TH,ST,NE,1033 0132,"220 14TH ST NE Washington, DC"
6,750,13TH,ST,SE,1045 0804,"750 13TH ST SE Washington, DC"
6,519,TENNESSEE,AVE,NE,1053N 0018,"519 TENNESSEE AVE NE Washington, DC"
6,1407,SOUTH CAROLINA,AVE,SE,1060 0068,"1407 SOUTH CAROLINA AVE SE Washington, DC"
6,1437,PENNSYLVANIA,AVE,SE,1065 0812,"1437 PENNSYLVANIA AVE SE Washington, DC"
6,1523,A,ST,SE,1072 0816,"1523 A ST SE Washington, DC"
6,1509,D,ST,SE,1075 0074,"1509 D ST SE Washington, DC"
6,121,16TH,ST,NE,1083 0040,"121 16TH ST NE Washington, DC"
6,27,17TH,ST,SE,1085 0808,"27 17TH ST SE Washington, DC"
6,1610,MASSACHUSETTS,AVE,SE,1087 0081,"1610 MASSACHUSETTS AVE SE Washington, DC"
6,1607,A,ST,NE,1084 0057,"1607 A ST NE Washington, DC"
6,1751,A,ST,SE,1097 0063,"1751 A ST SE Washington, DC"
6,1709,INDEPENDENCE,AVE,SE,1098 0074,"1709 INDEPENDENCE AVE SE Washington, DC"
6,1826,INDEPENDENCE,AVE,SE,1111 0102,"1826 INDEPENDENCE AVE SE Washington, DC"
6,1822,C,ST,NE,1112 0149,"1822 C ST NE Washington, DC"
6,212,21ST,ST,NE,1125 0020,"212 21ST ST NE Washington, DC"
6,706,16TH,ST,NE,4509 0084,"706 16TH ST NE Washington, DC"
6,711,16TH,ST,NE,4510 0808,"711 16TH ST NE Washington, DC"
6,718,19TH,ST,NE,4513 0041,"718 19TH ST NE Washington, DC"
6,731,18TH,ST,NE,4513 0063,"731 18TH ST NE Washington, DC"
6,1835,BENNING,RD,NE,4513 0875,"1835 BENNING RD NE Washington, DC"
6,1630,KRAMER,ST,NE,4540 0194,"1630 KRAMER ST NE Washington, DC"
6,1607,ISHERWOOD,ST,NE,4545 0130,"1607 ISHERWOOD ST NE Washington, DC"
6,1728,D,ST,SE,4546 0157,"1728 D ST SE Washington, DC"
6,1832,D,ST,NE,4547 0060,"1832 D ST NE Washington, DC"
6,323,18TH,ST,NE,4560 0097,"323 18TH ST NE Washington, DC"
6,320,19TH,ST,NE,4560 0197,"320 19TH ST NE Washington, DC"
6,1822,C,ST,NE,4560 0220,"1822 C ST NE Washington, DC"
6,1707,D,ST,NE,4561 0217,"1707 D ST NE Washington, DC"
6,326,17TH,ST,NE,4561 0230,"326 17TH ST NE Washington, DC"
6,1519,D,ST,NE,4564 0104,"1519 D ST NE Washington, DC"
6,615,15TH,ST,NE,4541 0043,"615 15TH ST NE Washington, DC"
7,3214,DUBOIS,PL,SE,2884 0147,"3214 DUBOIS PL SE Washington, DC"
7,530,23RD,PL,NE,4516 0104,"530 23RD PL NE Washington, DC"
7,2004,E,ST,NE,4526 0066,"2004 E ST NE Washington, DC"
7,1921,ROSEDALE,ST,NE,4527 0018,"1921 ROSEDALE ST NE Washington, DC"
7,1914,ROSEDALE,ST,NE,4528 0019,"1914 ROSEDALE ST NE Washington, DC"
7,440,20TH,ST,NE,4549 0090,"440 20TH ST NE Washington, DC"
7,3351,BLAINE,ST,NE,5000 0020,"3351 BLAINE ST NE Washington, DC"
7,3378,ALDEN,PL,NE,5000 0050,"3378 ALDEN PL NE Washington, DC"
7,114,33RD,ST,NE,5000W 0047,"114 33RD ST NE Washington, DC"
7,246,34TH,ST,NE,5001 0016,"246 34TH ST NE Washington, DC"
7,230,34TH,ST,NE,5001 0024,"230 34TH ST NE Washington, DC"
7,3356,BLAINE,ST,NE,5001S 0042,"3356 BLAINE ST NE Washington, DC"
7,3346,BLAINE,ST,NE,5001S 0047,"3346 BLAINE ST NE Washington, DC"
7,3320,BLAINE,ST,NE,5001S 0061,"3320 BLAINE ST NE Washington, DC"
7,205,33RD,ST,NE,5001S 0066,"205 33RD ST NE Washington, DC"
7,211,33RD,ST,NE,5001S 0069,"211 33RD ST NE Washington, DC"
7,215,33RD,ST,NE,5001S 0076,"215 33RD ST NE Washington, DC"
7,242,33RD,ST,NE,5001W 0012,"242 33RD ST NE Washington, DC"
7,218,33RD,ST,NE,5001W 0024,"218 33RD ST NE Washington, DC"
7,405,34TH,ST,NE,5017 0048,"405 34TH ST NE Washington, DC"
7,411,34TH,ST,NE,5017 0051,"411 34TH ST NE Washington, DC"
7,3451,EADS,ST,NE,5017 0123,"3451 EADS ST NE Washington, DC"
7,3453,EADS,ST,NE,5017 0124,"3453 EADS ST NE Washington, DC"
7,301,34TH,ST,NE,5018 0051,"301 34TH ST NE Washington, DC"
7,328,36TH,ST,NE,5018 0096,"328 36TH ST NE Washington, DC"
7,136,36TH,ST,NE,5046 0033,"136 36TH ST NE Washington, DC"
7,126,36TH,ST,NE,5046 0038,"126 36TH ST NE Washington, DC"
7,28,35TH,ST,NE,5046W 0041,"28 35TH ST NE Washington, DC"
7,26,35TH,ST,NE,5046W 0042,"26 35TH ST NE Washington, DC"
7,206,35TH,ST,NE,5046W 0068,"206 35TH ST NE Washington, DC"
7,3989,BLAINE,ST,NE,5049 0187,"3989 BLAINE ST NE Washington, DC"
7,3917,BLAINE,ST,NE,5049 0806,"3917 BLAINE ST NE Washington, DC"
7,3966,AMES,ST,NE,5049 0821,"3966 AMES ST NE Washington, DC"
7,4118,LANE,PL,NE,5072 0811,"4118 LANE PL NE Washington, DC"
7,4063,GRANT,ST,NE,5078 0065,"4063 GRANT ST NE Washington, DC"
7,300,41ST,ST,NE,5083 0177,"300 41ST ST NE Washington, DC"
7,4244,CLAY,ST,NE,5088 0851,"4244 CLAY ST NE Washington, DC"
7,4244,CLAY,ST,NE,5088 0854,"4244 CLAY ST NE Washington, DC"
7,4219,FOOTE,ST,NE,5091 0023,"4219 FOOTE ST NE Washington, DC"
7,526,44TH,ST,NE,5091 0842,"526 44TH ST NE Washington, DC"
7,4203,HAYES,ST,NE,5093 0122,"4203 HAYES ST NE Washington, DC"
7,4217,HAYES,ST,NE,5093 0168,"4217 HAYES ST NE Washington, DC"
7,4502,JAY,ST,NE,5126 0077,"4502 JAY ST NE Washington, DC"
7,4504,HUNT,PL,NE,5127 0094,"4504 HUNT PL NE Washington, DC"
7,822,46TH,ST,NE,5127 0822,"822 46TH ST NE Washington, DC"
7,4406,HAYES,ST,NE,5128 0009,"4406 HAYES ST NE Washington, DC"
7,4410,GAULT,PL,NE,5129 0811,"4410 GAULT PL NE Washington, DC"
7,4517,GAULT,PL,NE,5129 0817,"4517 GAULT PL NE Washington, DC"
7,4503,GRANT,ST,NE,5130 0045,"4503 GRANT ST NE Washington, DC"
7,4406,EADS,ST,NE,5131 0054,"4406 EADS ST NE Washington, DC"
7,4510,EDSON,PL,NE,5132 0082,"4510 EDSON PL NE Washington, DC"
7,529,45TH,ST,NE,5132 0141,"529 45TH ST NE Washington, DC"
7,528,47TH,ST,NE,5132 0146,"528 47TH ST NE Washington, DC"
7,4525,EDSON,PL,NE,5132 0820,"4525 EDSON PL NE Washington, DC"
7,224,46TH,PL,NE,5137 0050,"224 46TH PL NE Washington, DC"
7,4515,BROOKS,ST,NE,5137 0081,"4515 BROOKS ST NE Washington, DC"
7,102,47TH,ST,NE,5138 0040,"102 47TH ST NE Washington, DC"
7,143,48TH,PL,NE,5140 0021,"143 48TH PL NE Washington, DC"
7,137,47TH,ST,NE,5140 0800,"137 47TH ST NE Washington, DC"
7,4712,BLAINE,ST,NE,5141 0053,"4712 BLAINE ST NE Washington, DC"
7,213,47TH,ST,NE,5141 0073,"213 47TH ST NE Washington, DC"
7,4706,CLAY,ST,NE,5142 0805,"4706 CLAY ST NE Washington, DC"
7,4710,EADS,ST,NE,5144 0011,"4710 EADS ST NE Washington, DC"
7,4601,GRANT,ST,NE,5145 0010,"4601 GRANT ST NE Washington, DC"
7,4605,GRANT,ST,NE,5145 0012,"4605 GRANT ST NE Washington, DC"
7,4705,JAY,ST,NE,5150 0144,"4705 JAY ST NE Washington, DC"
7,817,46TH,ST,NE,5150 0806,"817 46TH ST NE Washington, DC"
7,4631,HUNT,PL,NE,5150 0808,"4631 HUNT PL NE Washington, DC"
7,905,47TH,PL,NE,5151 0024,"905 47TH PL NE Washington, DC"
7,4724,JAY,ST,NE,5151 0040,"4724 JAY ST NE Washington, DC"
7,915,47TH,PL,NE,5151 0103,"915 47TH PL NE Washington, DC"
7,1059,48TH,ST,NE,5153 0024,"1059 48TH ST NE Washington, DC"
7,4506,LEE,ST,NE,5155 0146,"4506 LEE ST NE Washington, DC"
7,4502,LEE,ST,NE,5155 0148,"4502 LEE ST NE Washington, DC"
7,1126,48TH,ST,NE,5156 0065,"1126 48TH ST NE Washington, DC"
7,1132,45TH,ST,NE,5157 0045,"1132 45TH ST NE Washington, DC"
7,4815,MEADE,ST,NE,5158 0811,"4815 MEADE ST NE Washington, DC"
7,4623,MINNESOTA,AVE,NE,5160 0083,"4623 MINNESOTA AVE NE Washington, DC"
7,4720,MEADE,ST,NE,5160 0087,"4720 MEADE ST NE Washington, DC"
7,1220,47TH,PL,NE,5160 0812,"1220 47TH PL NE Washington, DC"
7,1420,EASTERN,AVE,NE,5171 0062,"1420 EASTERN AVE NE Washington, DC"
7,1310,EASTERN,AVE,NE,5172 0006,"1310 EASTERN AVE NE Washington, DC"
7,1323,49TH,ST,NE,5172 0806,"1323 49TH ST NE Washington, DC"
7,1107,50TH,PL,NE,5174 0021,"1107 50TH PL NE Washington, DC"
7,1118,50TH,ST,NE,5174 0816,"1118 50TH ST NE Washington, DC"
7,5007,LEE,ST,NE,5175 0064,"5007 LEE ST NE Washington, DC"
7,4921,LEE,ST,NE,5175 0090,"4921 LEE ST NE Washington, DC"
7,5116,JUST,ST,NE,5176 0266,"5116 JUST ST NE Washington, DC"
7,5161,SHERIFF,RD,NE,5176 0269,"5161 SHERIFF RD NE Washington, DC"
7,4929,SHERIFF,RD,NE,5176 0872,"4929 SHERIFF RD NE Washington, DC"
7,4915,JUST,ST,NE,5176 0918,"4915 JUST ST NE Washington, DC"
7,4982,JUST,ST,NE,5176 1004,"4982 JUST ST NE Washington, DC"
7,5063,SHERIFF,RD,NE,5176 1018,"5063 SHERIFF RD NE Washington, DC"
7,4934,JUST,ST,NE,5176 1023,"4934 JUST ST NE Washington, DC"
7,826,51ST,ST,NE,5177 0184,"826 51ST ST NE Washington, DC"
7,816,51ST,ST,NE,5177 0189,"816 51ST ST NE Washington, DC"
7,834,50TH,PL,NE,5177W 0015,"834 50TH PL NE Washington, DC"
7,730,50TH,ST,NE,5179 0032,"730 50TH ST NE Washington, DC"
7,737,50TH,ST,NE,5179 0086,"737 50TH ST NE Washington, DC"
7,635,49TH,ST,NE,5182 0034,"635 49TH ST NE Washington, DC"
7,4941,BLAINE,ST,NE,5189 0042,"4941 BLAINE ST NE Washington, DC"
7,730,51ST,ST,NE,5197 0061,"730 51ST ST NE Washington, DC"
7,824,52ND,ST,NE,5198W 0067,"824 52ND ST NE Washington, DC"
7,5215,JUST,ST,NE,5199 0106,"5215 JUST ST NE Washington, DC"
7,5050,SHERIFF,RD,NE,5200 0097,"5050 SHERIFF RD NE Washington, DC"
7,4925,NANNIE HELLEN BURROUGHS,AVE,NE,5201 0808,"4925 NANNIE HELLEN BURROUGHS AVE NE Washington, DC"
7,5048,MEADE,ST,NE,5202 0047,"5048 MEADE ST NE Washington, DC"
7,5046,MEADE,ST,NE,5202 0048,"5046 MEADE ST NE Washington, DC"
7,5040,MEADE,ST,NE,5202 0051,"5040 MEADE ST NE Washington, DC"
7,5038,MEADE,ST,NE,5202 0052,"5038 MEADE ST NE Washington, DC"
7,5517,HUNT,PL,NE,5204 0010,"5517 HUNT PL NE Washington, DC"
7,5520,HUNT,PL,NE,5204 0034,"5520 HUNT PL NE Washington, DC"
7,5304,JAMES,PL,NE,5206 0038,"5304 JAMES PL NE Washington, DC"
7,5358,HAYES,ST,NE,5208 0058,"5358 HAYES ST NE Washington, DC"
7,5355,HAYES,ST,NE,5209 0023,"5355 HAYES ST NE Washington, DC"
7,5316,GAY,ST,NE,5209 0057,"5316 GAY ST NE Washington, DC"
7,611,DIVISION,AVE,NE,5220 0013,"611 DIVISION AVE NE Washington, DC"
7,5508,EADS,ST,NE,5225 0806,"5508 EADS ST NE Washington, DC"
7,420,57TH,ST,NE,5229 0050,"420 57TH ST NE Washington, DC"
7,5417,EADS,ST,NE,5231 0017,"5417 EADS ST NE Washington, DC"
7,302,DIVISION,AVE,NE,5234 0079,"302 DIVISION AVE NE Washington, DC"
7,5207,CLAY,ST,NE,5239 0022,"5207 CLAY ST NE Washington, DC"
7,119,DIVISION,AVE,NE,5242 0879,"119 DIVISION AVE NE Washington, DC"
7,120,53RD,ST,NE,5242 0887,"120 53RD ST NE Washington, DC"
7,5354,EAST CAPITOL,ST,NE,5243 0005,"5354 EAST CAPITOL ST NE Washington, DC"
7,5348,EAST CAPITOL,ST,NE,5243 0008,"5348 EAST CAPITOL ST NE Washington, DC"
7,5349,AMES,ST,NE,5243 0053,"5349 AMES ST NE Washington, DC"
7,5342,AMES,ST,NE,5243 0074,"5342 AMES ST NE Washington, DC"
7,325,57TH,ST,NE,5247 0082,"325 57TH ST NE Washington, DC"
7,312,57TH,ST,NE,5248 0071,"312 57TH ST NE Washington, DC"
7,5643,CLAY,PL,NE,5248 0105,"5643 CLAY PL NE Washington, DC"
7,311,56TH,ST,NE,5249 0078,"311 56TH ST NE Washington, DC"
7,201,57TH,ST,NE,5249 0105,"201 57TH ST NE Washington, DC"
7,275,56TH,ST,NE,5249 0129,"275 56TH ST NE Washington, DC"
7,238,56TH,PL,NE,5249 0147,"238 56TH PL NE Washington, DC"
7,264,56TH,ST,NE,5250 0134,"264 56TH ST NE Washington, DC"
7,5826,FIELD,PL,NE,5255 0819,"5826 FIELD PL NE Washington, DC"
7,529,59TH,ST,NE,5258 0046,"529 59TH ST NE Washington, DC"
7,413,60TH,ST,NE,5261 0803,"413 60TH ST NE Washington, DC"
7,5810,DIX,ST,NE,5263 0009,"5810 DIX ST NE Washington, DC"
7,323,58TH,ST,NE,5264 0058,"323 58TH ST NE Washington, DC"
7,332,62ND,ST,NE,5267 0806,"332 62ND ST NE Washington, DC"
7,6211,DIX,ST,NE,5268 0045,"6211 DIX ST NE Washington, DC"
7,324,EASTERN,AVE,NE,5269 0009,"324 EASTERN AVE NE Washington, DC"
7,215,63RD,ST,NE,5269 0036,"215 63RD ST NE Washington, DC"
7,6136,BANKS,PL,NE,5271 0024,"6136 BANKS PL NE Washington, DC"
7,6112,BANKS,PL,NE,5271 0032,"6112 BANKS PL NE Washington, DC"
7,6109,CLAY,ST,NE,5271 0804,"6109 CLAY ST NE Washington, DC"
7,36,58TH,ST,SE,5279 0040,"36 58TH ST SE Washington, DC"
7,126,56TH,ST,SE,5282 0061,"126 56TH ST SE Washington, DC"
7,1,54TH,ST,SE,5284 0047,"1 54TH ST SE Washington, DC"
7,50,53RD,ST,SE,5284 0091,"50 53RD ST SE Washington, DC"
7,38,53RD,ST,SE,5284 0097,"38 53RD ST SE Washington, DC"
7,28,53RD,ST,SE,5284 0102,"28 53RD ST SE Washington, DC"
7,28,54TH,ST,SE,5285 0205,"28 54TH ST SE Washington, DC"
7,5033,EAST CAPITOL,ST,SE,5286 0890,"5033 EAST CAPITOL ST SE Washington, DC"
7,5426,B,ST,SE,5290 0077,"5426 B ST SE Washington, DC"
7,5543,CENTRAL,AVE,SE,5290 0123,"5543 CENTRAL AVE SE Washington, DC"
7,5548,BASS,PL,SE,5291 0042,"5548 BASS PL SE Washington, DC"
7,5443,B,ST,SE,5291 0076,"5443 B ST SE Washington, DC"
7,5615,B,ST,SE,5291 0098,"5615 B ST SE Washington, DC"
7,5619,B,ST,SE,5291 0100,"5619 B ST SE Washington, DC"
7,5411,BASS,PL,SE,5292 0087,"5411 BASS PL SE Washington, DC"
7,5507,BASS,PL,SE,5292 0107,"5507 BASS PL SE Washington, DC"
7,5416,CALL,PL,SE,5293 0024,"5416 CALL PL SE Washington, DC"
7,5335,DRAKE,PL,SE,5299 0010,"5335 DRAKE PL SE Washington, DC"
7,5348,DRAKE,PL,SE,5300 0028,"5348 DRAKE PL SE Washington, DC"
7,5348,CALL,PL,SE,5302 0032,"5348 CALL PL SE Washington, DC"
7,5317,B,ST,SE,5304 0005,"5317 B ST SE Washington, DC"
7,5359,CENTRAL,AVE,SE,5305 0077,"5359 CENTRAL AVE SE Washington, DC"
7,5318,B,ST,SE,5305 0099,"5318 B ST SE Washington, DC"
7,5116,A,ST,SE,5307 0810,"5116 A ST SE Washington, DC"
7,119,53RD,ST,SE,5309 0035,"119 53RD ST SE Washington, DC"
7,5131,CALL,PL,SE,5313 0008,"5131 CALL PL SE Washington, DC"
7,5207,E,ST,SE,5316 0809,"5207 E ST SE Washington, DC"
7,5032,C,ST,SE,5324 0024,"5032 C ST SE Washington, DC"
7,5024,A,ST,SE,5328 0022,"5024 A ST SE Washington, DC"
7,5040,A,ST,SE,5328 0026,"5040 A ST SE Washington, DC"
7,4928,ASTOR,PL,SE,5332 0023,"4928 ASTOR PL SE Washington, DC"
7,4932,ASTOR,PL,SE,5332 0024,"4932 ASTOR PL SE Washington, DC"
7,5010,BENNING,RD,SE,5340 0068,"5010 BENNING RD SE Washington, DC"
7,5111,H,ST,SE,5340E 0019,"5111 H ST SE Washington, DC"
7,5029,HANNA,PL,SE,5341 0030,"5029 HANNA PL SE Washington, DC"
7,726,51ST,ST,SE,5341E 0026,"726 51ST ST SE Washington, DC"
7,4715,B,ST,SE,5347 0012,"4715 B ST SE Washington, DC"
7,4608,BASS,PL,SE,5347 0061,"4608 BASS PL SE Washington, DC"
7,4686,A,ST,SE,5349 0025,"4686 A ST SE Washington, DC"
7,4672,A,ST,SE,5349 0030,"4672 A ST SE Washington, DC"
7,4638,A,ST,SE,5349 0041,"4638 A ST SE Washington, DC"
7,4720,B,ST,SE,5349S 0031,"4720 B ST SE Washington, DC"
7,4712,B,ST,SE,5349S 0034,"4712 B ST SE Washington, DC"
7,4677,A,ST,SE,5349S 0082,"4677 A ST SE Washington, DC"
7,4416,B,ST,SE,5350 0023,"4416 B ST SE Washington, DC"
7,4477,C,ST,SE,5352 0036,"4477 C ST SE Washington, DC"
7,4479,C,ST,SE,5352 0037,"4479 C ST SE Washington, DC"
7,4649,H,ST,SE,5362 0118,"4649 H ST SE Washington, DC"
7,1161,46TH,PL,SE,5362 0149,"1161 46TH PL SE Washington, DC"
7,5041,BENNING,RD,SE,5362 0185,"5041 BENNING RD SE Washington, DC"
7,4620,EASY,PL,SE,5363 0172,"4620 EASY PL SE Washington, DC"
7,1211,46TH,ST,SE,5364 0850,"1211 46TH ST SE Washington, DC"
7,1540,42ND,ST,SE,5368 0005,"1540 42ND ST SE Washington, DC"
7,4252,SOUTHERN,AVE,SE,5368 0019,"4252 SOUTHERN AVE SE Washington, DC"
7,1531,FORT DUPONT,ST,SE,5369 0064,"1531 FORT DUPONT ST SE Washington, DC"
7,1251,42ND,ST,SE,5369N 2088,"1251 42ND ST SE Washington, DC"
7,4118,SOUTHERN,AVE,SE,5371 0088,"4118 SOUTHERN AVE SE Washington, DC"
7,4236,NASH,ST,SE,5373 0003,"4236 NASH ST SE Washington, DC"
7,4428,ALABAMA,AVE,SE,5382 0826,"4428 ALABAMA AVE SE Washington, DC"
7,4213,H,ST,SE,5383 0023,"4213 H ST SE Washington, DC"
7,721,ADRIAN,ST,SE,5391 0031,"721 ADRIAN ST SE Washington, DC"
7,605,BURNS,ST,SE,5391E 0014,"605 BURNS ST SE Washington, DC"
7,4312,G,ST,SE,5392 0043,"4312 G ST SE Washington, DC"
7,4305,GORMAN,TER,SE,5392 0080,"4305 GORMAN TER SE Washington, DC"
7,4342,GORMAN,TER,SE,5392 0104,"4342 GORMAN TER SE Washington, DC"
7,656,CHAPLIN,ST,SE,5393 0027,"656 CHAPLIN ST SE Washington, DC"
7,533,HILLTOP,TER,SE,5394 0107,"533 HILLTOP TER SE Washington, DC"
7,4009,E,ST,SE,5396 0028,"4009 E ST SE Washington, DC"
7,4331,DUBOIS,PL,SE,5399 0094,"4331 DUBOIS PL SE Washington, DC"
7,1,RIDGE,RD,SE,5410 0027,"1 RIDGE RD SE Washington, DC"
7,3321,B,ST,SE,5417 0072,"3321 B ST SE Washington, DC"
7,2401,BENNING,RD,NE,4517 0822,"2401 BENNING RD NE Washington, DC"
7,3325,CROFFUT,PL,SE,5427 0071,"3325 CROFFUT PL SE Washington, DC"
7,3351,CROFFUT,PL,SE,5427 0084,"3351 CROFFUT PL SE Washington, DC"
7,3214,DUBOIS,PL,SE,5429 0020,"3214 DUBOIS PL SE Washington, DC"
7,3328,D,ST,SE,5431 0053,"3328 D ST SE Washington, DC"
7,3357,DUBOIS,PL,SE,5431 0080,"3357 DUBOIS PL SE Washington, DC"
7,3312,DUBOIS,PL,SE,5432 0807,"3312 DUBOIS PL SE Washington, DC"
7,3326,E,ST,SE,5445 0800,"3326 E ST SE Washington, DC"
7,3236,E,ST,SE,5446 0048,"3236 E ST SE Washington, DC"
7,3205,D,ST,SE,5447 0040,"3205 D ST SE Washington, DC"
7,3317,E,ST,SE,5452 0017,"3317 E ST SE Washington, DC"
7,3313,E,ST,SE,5452 0807,"3313 E ST SE Washington, DC"
7,3208,G,ST,SE,5464 0043,"3208 G ST SE Washington, DC"
7,715,31ST,ST,SE,5480 0039,"715 31ST ST SE Washington, DC"
7,716,BAYLEY,PL,SE,5480 0809,"716 BAYLEY PL SE Washington, DC"
7,817,30TH,ST,SE,5481 0011,"817 30TH ST SE Washington, DC"
7,1130,BRANCH,AVE,SE,5498 0110,"1130 BRANCH AVE SE Washington, DC"
7,3116,M,PL,SE,5500 0035,"3116 M PL SE Washington, DC"
7,3031,K,ST,SE,5502 0013,"3031 K ST SE Washington, DC"
7,3016,M,PL,SE,5502 0026,"3016 M PL SE Washington, DC"
7,1213,34TH,ST,SE,5509 0062,"1213 34TH ST SE Washington, DC"
7,3439,MASSACHUSETTS,AVE,SE,5511 0115,"3439 MASSACHUSETTS AVE SE Washington, DC"
7,3967,ALABAMA,AVE,SE,5518 0065,"3967 ALABAMA AVE SE Washington, DC"
7,1668,FORT DAVIS,ST,SE,5519 0004,"1668 FORT DAVIS ST SE Washington, DC"
7,1667,FORT DAVIS,PL,SE,5519 0043,"1667 FORT DAVIS PL SE Washington, DC"
7,1740,40TH,ST,SE,5523 0031,"1740 40TH ST SE Washington, DC"
7,3699,HIGHWOOD,DR,SE,5534 0026,"3699 HIGHWOOD DR SE Washington, DC"
7,3528,HIGHWOOD,DR,SE,5537 0002,"3528 HIGHWOOD DR SE Washington, DC"
7,1734,33RD,PL,SE,5538 0090,"1734 33RD PL SE Washington, DC"
7,3250,POPE,ST,SE,5541 0032,"3250 POPE ST SE Washington, DC"
7,3100,O,ST,SE,5543 0832,"3100 O ST SE Washington, DC"
7,2916,PENNSYLVANIA,AVE,SE,5546 0005,"2916 PENNSYLVANIA AVE SE Washington, DC"
7,2920,PENNSYLVANIA,AVE,SE,5546 0806,"2920 PENNSYLVANIA AVE SE Washington, DC"
7,2721,N,ST,SE,5552 0067,"2721 N ST SE Washington, DC"
7,2720,O,ST,SE,5552 0800,"2720 O ST SE Washington, DC"
7,2704,MINNESOTA,AVE,SE,5555 0042,"2704 MINNESOTA AVE SE Washington, DC"
7,2624,MINNESOTA,AVE,SE,5555 0805,"2624 MINNESOTA AVE SE Washington, DC"
7,2304,NICHOLSON,ST,SE,5560 0048,"2304 NICHOLSON ST SE Washington, DC"
7,2522,Q,ST,SE,5580 0808,"2522 Q ST SE Washington, DC"
7,2713,PENNSYLVANIA,AVE,SE,5581 0020,"2713 PENNSYLVANIA AVE SE Washington, DC"
7,1511,28TH,ST,SE,5581 0027,"1511 28TH ST SE Washington, DC"
7,1610,29TH,ST,SE,5584 0810,"1610 29TH ST SE Washington, DC"
7,1606,29TH,ST,SE,5584 0812,"1606 29TH ST SE Washington, DC"
7,1610,27TH,ST,SE,5585 0005,"1610 27TH ST SE Washington, DC"
7,2918,W,ST,SE,5639 0815,"2918 W ST SE Washington, DC"
7,2215,31ST,ST,SE,5652 0837,"2215 31ST ST SE Washington, DC"
7,3620,SUITLAND,RD,SE,5671 0016,"3620 SUITLAND RD SE Washington, DC"
7,2315,BRANCH,AVE,SE,5678 0800,"2315 BRANCH AVE SE Washington, DC"
7,3706,SOUTHERN,AVE,SE,5684 0020,"3706 SOUTHERN AVE SE Washington, DC"
7,2525,33RD,ST,SE,5690 0803,"2525 33RD ST SE Washington, DC"
7,2506,33RD,ST,SE,5691 0006,"2506 33RD ST SE Washington, DC"
7,2529,34TH,ST,SE,5692 0819,"2529 34TH ST SE Washington, DC"
7,2612,33RD,ST,SE,5699 0006,"2612 33RD ST SE Washington, DC"
7,4604,JAY,ST,SE,5951 0073,"4604 JAY ST SE Washington, DC"
8,1213,MORRIS,RD,SE,2932 0047,"1213 MORRIS RD SE Washington, DC"
8,2302,MINNESOTA,AVE,SE,5561 0089,"2302 MINNESOTA AVE SE Washington, DC"
8,2241,PROUT,ST,SE,5561 0803,"2241 PROUT ST SE Washington, DC"
8,1615,FAIRLAWN,AVE,SE,5570 0023,"1615 FAIRLAWN AVE SE Washington, DC"
8,1503,19TH,ST,SE,5572 0035,"1503 19TH ST SE Washington, DC"
8,1906,Q,ST,SE,5573 0078,"1906 Q ST SE Washington, DC"
8,2314,PARK,PL,SE,5578 0002,"2314 PARK PL SE Washington, DC"
8,1514,WHITE,PL,SE,5578 0089,"1514 WHITE PL SE Washington, DC"
8,2314,NAYLOR,RD,SE,5587 0011,"2314 NAYLOR RD SE Washington, DC"
8,2228,R,ST,SE,5590 0805,"2228 R ST SE Washington, DC"
8,1844,MINNESOTA,AVE,SE,5594 0001,"1844 MINNESOTA AVE SE Washington, DC"
8,1820,MINNESOTA,AVE,SE,5594 0013,"1820 MINNESOTA AVE SE Washington, DC"
8,1816,MINNESOTA,AVE,SE,5594 0015,"1816 MINNESOTA AVE SE Washington, DC"
8,1726,R,ST,SE,5596 0046,"1726 R ST SE Washington, DC"
8,1322,RIDGE,PL,SE,5603 0075,"1322 RIDGE PL SE Washington, DC"
8,1339,RIDGE,PL,SE,5603 0092,"1339 RIDGE PL SE Washington, DC"
8,1411,RIDGE,PL,SE,5604 0215,"1411 RIDGE PL SE Washington, DC"
8,1528,S,ST,SE,5604 0818,"1528 S ST SE Washington, DC"
8,1413,T,ST,SE,5605 0819,"1413 T ST SE Washington, DC"
8,1425,MINNESOTA,AVE,SE,5606 0817,"1425 MINNESOTA AVE SE Washington, DC"
8,1724,16TH,ST,SE,5608 0152,"1724 16TH ST SE Washington, DC"
8,1718,16TH,ST,SE,5608 0155,"1718 16TH ST SE Washington, DC"
8,1615,R,ST,SE,5608 0175,"1615 R ST SE Washington, DC"
8,1629,R,ST,SE,5608 0182,"1629 R ST SE Washington, DC"
8,1614,RIDGE,PL,SE,5608 0198,"1614 RIDGE PL SE Washington, DC"
8,1623,RIDGE,PL,SE,5608 0207,"1623 RIDGE PL SE Washington, DC"
8,1814,17TH,ST,SE,5613 0038,"1814 17TH ST SE Washington, DC"
