project_name,start_date,end_date,dslbd_proposed_budget,dslbd_approved_budget,non-dslbd_budget,total_proposed_project_costs,total_amount_submitted_by_grantee,total_cbe_expense_amount,approved_expenses,remaining_dslbd_funds_ytd,add_expense,year,proposal_number,org_code
DHCD/CDBG Facade Improvement Program,2012-07-01 00:00:00,2012-09-12 00:00:00,0.0,0.0,120000,120000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=93&z=bh9i,2013,3,BRMS
DDOT TE Mural Project,2010-07-01 00:00:00,2013-10-31 00:00:00,0.0,0.0,240000,240000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=95&z=bh9i,2013,3,BRMS
DDOT TE Mural Project,2010-07-01 00:00:00,2013-10-31 00:00:00,0.0,0.0,240000,240000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=96&z=bh9i,2013,3,BRMS
DHCD CDBG Facade Improvement Program,2010-07-01 00:00:00,2012-09-30 00:00:00,0.0,0.0,120000,120000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=37&z=bh9i,2013,3,BRMS
Volunteer Recruitment,2012-10-01 00:00:00,2013-09-30 00:00:00,1000.0,0.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=107&z=bh9i,2013,3,BRMS
Fundraising plan,2011-10-01 00:00:00,2012-09-30 00:00:00,5000.0,0.0,5000,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=40&z=bh9i,2013,3,BRMS
Business Recruitment Program,2011-10-01 00:00:00,2012-09-30 00:00:00,4500.0,0.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=42&z=bh9i,2013,3,BRMS
ED salary,2011-10-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,30000,90000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=140&z=bh9i,2013,3,BRMS
Santa Comes to Barracks Row,2012-09-01 00:00:00,2012-12-15 00:00:00,500.0,0.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=45&z=bh9i,2013,3,BRMS
Business Recruitment Program,2012-10-01 00:00:00,2013-09-30 00:00:00,4500.0,0.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=100&z=bh9i,2013,3,BRMS
Light pole banners,2012-10-01 00:00:00,2013-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=94&z=bh9i,2013,3,BRMS
2012 Taste of 8th Street,2012-01-01 00:00:00,2012-04-30 00:00:00,3122.49,0.0,3000,6122.49,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=43&z=bh9i,2013,3,BRMS
2013 Barracks Row Fall Festival,2013-05-01 00:00:00,2013-10-31 00:00:00,15000.0,15000.0,20000,35000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=102&z=bh9i,2013,3,BRMS
2013 Business Retention -marketing package,2012-10-01 00:00:00,2013-09-30 00:00:00,10823.5,10823.5,0,10823.5,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=99&z=bh9i,2013,3,BRMS
2012 Barracks Row Fall Festival,2012-03-01 00:00:00,2012-09-24 00:00:00,10000.0,10000.0,15000,25000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=44&z=bh9i,2013,3,BRMS
2012 & 2013 Annual Meeting,2012-01-01 00:00:00,2012-03-14 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=48&z=bh9i,2013,3,BRMS
BRMS Business Map Project,2011-10-01 00:00:00,2013-09-30 00:00:00,3634.23,3634.23,0,3634.23,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=98&z=bh9i,2013,3,BRMS
Barracks Row Culinary Education Crawl,2012-10-01 00:00:00,2013-09-30 00:00:00,2350.0,2350.0,0,2350.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=104&z=bh9i,2013,3,BRMS
2013 National Main Streets Conference,2013-04-14 00:00:00,2013-04-16 00:00:00,455.0,0.0,1650,2105.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=144&z=bh9i,2013,3,BRMS
Small Business Saturdays,2011-11-01 00:00:00,2011-11-30 00:00:00,1000.0,0.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=47&z=bh9i,2013,3,BRMS
FY2012 & 2013 Small Business Saturdays,2012-10-01 00:00:00,2012-11-30 00:00:00,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=105&z=bh9i,2013,3,BRMS
2012 Barracks Row Culinary Education Crawl,2011-10-01 00:00:00,2012-09-30 00:00:00,479.08,479.08,0,479.08,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=46&z=bh9i,2013,3,BRMS
Easter Egg Hunt,2013-03-30 00:00:00,2013-03-20 00:00:00,358.12,358.12,0,358.12,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=142&z=bh9i,2013,3,BRMS
Share Ad Campaign,2011-10-01 00:00:00,2013-09-30 00:00:00,2904.3,2904.3,2000,4904.3,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=38&z=bh9i,2013,3,BRMS
Volunteer Recruitment,2012-07-12 00:00:00,2012-09-12 00:00:00,996.4,996.4,0,996.4,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=49&z=bh9i,2013,3,BRMS
Santa Arrives on 8th Street 2011 + 2012,2011-12-09 00:00:00,2012-12-15 00:00:00,1000.0,0.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=143&z=bh9i,2013,3,BRMS
2012  &2013 Santa comes to Barracks Row,2012-11-01 00:00:00,2012-12-31 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=103&z=bh9i,2013,3,BRMS
2012 & 2013 Taste of 8th Street,2013-01-01 00:00:00,2013-05-31 00:00:00,8417.72,8417.72,0,8417.72,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=101&z=bh9i,2013,3,BRMS
Signage grant,2013-01-01 00:00:00,2013-09-30 00:00:00,32847.14,32847.14,0,32847.14,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=111&z=bh9i,2013,3,BRMS
Needs Assessments,2012-10-01 00:00:00,2013-09-30 00:00:00,9201.9,9201.9,0,9201.9,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=97&z=bh9i,2013,3,BRMS
New Business Banner Program,2011-10-01 00:00:00,2013-09-30 00:00:00,1750.0,0.0,500,2250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=39&z=bh9i,2013,3,BRMS
TA -Business Retention,2011-10-01 00:00:00,2012-09-30 00:00:00,24732.61,24732.61,0,24732.61,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=41&z=bh9i,2013,3,BRMS
Business Inventory and Tracking,2011-10-01 00:00:00,2013-09-30 00:00:00,5000.0,5000.0,3500,8500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=14&z=bh9i,2013,3,BRMS
Outreach to businesses,2013-01-01 00:00:00,2013-03-31 00:00:00,3255.0,3255.0,0,3255.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=106&z=bh9i,2013,3,BRMS
ED salary ,2013-10-01 00:00:00,2014-09-30 00:00:00,37500.0,37500.0,40000,77500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=188&z=bh7h,2014,15,DHMS
Audit & accounting,2013-10-01 00:00:00,2014-09-30 00:00:00,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=189&z=bh7h,2014,15,DHMS
MS Building Sign,2013-10-01 00:00:00,2014-09-30 00:00:00,5000.0,0.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=192&z=bh7h,2014,15,DHMS
Ward 7 business social network & directory ,2013-10-01 00:00:00,2014-09-30 00:00:00,9000.0,9000.0,1500,10500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=195&z=bh7h,2014,15,DHMS
SIP,2013-10-01 00:00:00,2014-09-30 00:00:00,45000.0,45000.0,0,45000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=190&z=bh7h,2014,15,DHMS
Biz web pages,2013-10-01 00:00:00,2014-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=196&z=bh7h,2014,15,DHMS
Social Media Consultations,2013-10-01 00:00:00,2014-09-30 00:00:00,3300.0,3300.0,0,3300.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=194&z=bh7h,2014,15,DHMS
Business Needs Assessments & Marketing TA,2013-10-01 00:00:00,2014-09-30 00:00:00,12000.0,12000.0,0,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=193&z=bh7h,2014,15,DHMS
Newsletter,2013-10-01 00:00:00,2014-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=197&z=bh7h,2014,15,DHMS
Banners ,2013-10-01 00:00:00,2014-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=191&z=bh7h,2014,15,DHMS
WMATA promotion,2013-10-01 00:00:00,2013-12-31 00:00:00,800.0,800.0,0,800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=257&z=bh7h,2014,15,DHMS
Boundary Expansion & Clean Team,2014-12-01 00:00:00,2015-09-30 00:00:00,0.0,0.0,100000,100000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=315&z=bh8e,2015,22,DHMS
Quarterly Newsletter,2014-12-01 00:00:00,2015-09-30 00:00:00,4500.0,4500.0,300,4800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=313&z=bh8e,2015,22,DHMS
Ads in Local papers,2014-10-01 00:00:00,2015-09-30 00:00:00,5000.0,5000.0,5000,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=314&z=bh8e,2015,22,DHMS
Annual Event,2014-11-01 00:00:00,2015-09-30 00:00:00,12000.0,12000.0,8000,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=312&z=bh8e,2015,22,DHMS
Banner permits and removal,2015-02-02 00:00:00,2015-06-30 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=311&z=bh8e,2015,22,DHMS
2015 Annual Meeting & Report,2015-01-21 00:00:00,2015-01-21 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=310&z=bh8e,2015,22,DHMS
Executive Director Salary,2014-10-01 00:00:00,2015-09-30 00:00:00,37500.0,37500.0,23500,61000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=309&z=bh8e,2015,22,DHMS
Audit,2015-02-02 00:00:00,2015-03-02 00:00:00,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=308&z=bh8e,2015,22,DHMS
Small Business T/A,2015-01-05 00:00:00,2015-09-30 00:00:00,11000.0,11000.0,60000,71000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=307&z=bh8e,2015,22,DHMS
Store Front Improvements,2014-12-01 00:00:00,2015-06-30 00:00:00,45000.0,45000.0,30000,75000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=306&z=bh8e,2015,22,DHMS
Accountant & auditor's fees,2013-10-01 00:00:00,2014-09-30 00:00:00,7000.0,7000.0,5000,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=170&z=bh65,2014,12,HSMS
2014 H Street Festival,2013-11-20 00:00:00,2014-09-30 00:00:00,20000.0,20000.0,70000,90000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=168&z=bh65,2014,12,HSMS
SIPs,2013-10-01 00:00:00,2014-09-30 00:00:00,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=173&z=bh65,2014,12,HSMS
Business inventory & tracking,2013-10-01 00:00:00,2014-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=174&z=bh65,2014,12,HSMS
WMATA campaign,2013-10-01 00:00:00,2013-12-31 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=171&z=bh65,2014,12,HSMS
ED salary & admin,2013-10-01 00:00:00,2014-09-30 00:00:00,67500.0,67500.0,46200,113700.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=169&z=bh65,2014,12,HSMS
Business Needs Assessments,2013-10-01 00:00:00,2014-09-30 00:00:00,27000.0,27000.0,0,27000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=186&z=bh65,2014,12,HSMS
Marketing & advertising,2013-10-01 00:00:00,2014-09-30 00:00:00,25000.0,25000.0,0,25000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=172&z=bh65,2014,12,HSMS
Technical Assistance,2013-10-01 00:00:00,2014-09-30 00:00:00,58000.0,58000.0,0,58000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=175&z=bh65,2014,12,HSMS
Promotional events,2013-10-01 00:00:00,2014-09-30 00:00:00,14000.0,0.0,0,14000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=187&z=bh65,2014,12,HSMS
Marketing and Re-branding ,2016-10-01 00:00:00,2017-09-30 00:00:00,13000.0,13000.0,0,13000.0,11225.0,0.0,7000.0,6000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=583&z=bic5,2017,55,DCH
SIPS,2016-10-01 00:00:00,2017-09-30 00:00:00,10000.0,10000.0,10000,20000.0,7206.89,0.0,5176.51,4823.49,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=585&z=bic5,2017,55,DCH
DCH Website Maintenance and updates ,2016-10-01 00:00:00,2017-09-30 00:00:00,1000.0,1000.0,0,1000.0,1200.0,0.0,1200.0,-200.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=598&z=bic5,2017,55,DCH
Creative Place-Making Pop Ups,2017-03-01 00:00:00,2017-09-30 00:00:00,5000.0,5000.0,0,5000.0,8852.0,0.0,8852.0,-3852.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=588&z=bic5,2017,55,DCH
Video Marketing Campaign ,2017-03-01 00:00:00,2017-09-30 00:00:00,5000.0,5000.0,0,5000.0,5000.0,0.0,5000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=590&z=bic5,2017,55,DCH
MS Conference Travel,2017-01-01 00:00:00,2017-05-31 00:00:00,2000.0,2000.0,0,2000.0,958.31,0.0,958.31,1041.69,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=593&z=bic5,2017,55,DCH
MS Conference Registration ,2017-01-31 00:00:00,2017-05-31 00:00:00,1000.0,1000.0,0,1000.0,850.0,0.0,850.0,150.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=594&z=bic5,2017,55,DCH
DCH Branding and Marketing ,2016-10-01 00:00:00,2017-09-30 00:00:00,2000.0,2000.0,0,2000.0,2070.0,0.0,2070.0,-70.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=599&z=bic5,2017,55,DCH
Congress Heights Day ,2016-10-01 00:00:00,2017-09-30 00:00:00,8000.0,8000.0,15000,23000.0,9375.0,0.0,8375.0,-375.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=586&z=bic5,2017,55,DCH
Training ,2017-01-01 00:00:00,2017-09-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=596&z=bic5,2017,55,DCH
Congress Heights Pageant ,2016-11-01 00:00:00,2017-09-29 00:00:00,1000.0,0.0,2000,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=595&z=bic5,2017,55,DCH
Great Streets Honors Awards ,2017-05-01 00:00:00,2017-09-30 00:00:00,5000.0,5000.0,10000,15000.0,7156.0,0.0,7156.0,-2156.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=591&z=bic5,2017,55,DCH
Congress Heights Jazz Festival ,2017-01-06 00:00:00,2017-09-30 00:00:00,5000.0,5000.0,2500,7500.0,8700.0,0.0,8700.0,-3700.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=589&z=bic5,2017,55,DCH
Storefront Redesign Consultant ,2016-11-01 00:00:00,2017-09-30 00:00:00,3000.0,3000.0,0,3000.0,2000.0,0.0,2000.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=592&z=bic5,2017,55,DCH
Community Cleanup ,2017-01-01 00:00:00,2017-09-30 00:00:00,2500.0,2500.0,0,2500.0,2500.0,0.0,2500.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=597&z=bic5,2017,55,DCH
Small Business Workshops ,2017-01-01 00:00:00,2017-09-30 00:00:00,11500.0,11500.0,0,11500.0,11500.0,0.0,11500.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=587&z=bic5,2017,55,DCH
Monthly newsletter ,2016-10-01 00:00:00,2017-09-30 00:00:00,3500.0,3500.0,0,3500.0,2800.0,0.0,2800.0,700.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=726&z=bic5,2017,55,DCH
ED Salary ,2016-10-01 00:00:00,2017-10-31 00:00:00,38700.0,38700.0,12500,51200.0,40376.25,0.0,38700.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=584&z=bic5,2017,55,DCH
Art All Night ,2016-11-01 00:00:00,2017-09-29 00:00:00,29166.0,29166.0,10000,39166.0,46335.9,0.0,45328.18,-16162.18,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=582&z=bic5,2017,55,DCH
Minnesota Avenue Main Street -Executive Director,,,55000.0,55000.0,5000,60000.0,14579.29,0.0,9774.86,45225.14,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1040&z=bijp,2018,77,MINN AVE
Business Census,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1050&z=bijp,2018,77,MINN AVE
Pop-up Shop on Minnesota Ave,,,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1051&z=bijp,2018,77,MINN AVE
Association for Enterprise Opportunity (AEO) Conference,,,2000.0,0.0,0,2000.0,350.0,0.0,350.0,-350.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1074&z=bijp,2018,77,MINN AVE
Conference registration & travel,,,3000.0,3000.0,0,3000.0,1856.04,0.0,1856.04,1143.96,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1070&z=bijp,2018,77,MINN AVE
Art All Night,,,30000.0,30000.0,0,30000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1052&z=bijp,2018,77,MINN AVE
Great Streets grant preparation,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1075&z=bijp,2018,77,MINN AVE
Other Administrative Costs,,,25000.0,25000.0,0,25000.0,7577.0,0.0,7577.0,17423.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1078&z=bijp,2018,77,MINN AVE
Year End Review,,,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1071&z=bijp,2018,77,MINN AVE
Vision and Mission Statement Development,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1072&z=bijp,2018,77,MINN AVE
Board Development,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1076&z=bijp,2018,77,MINN AVE
Technical Assistance Training for Businesses,,,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1073&z=bijp,2018,77,MINN AVE
Misc training,,,4500.0,4500.0,0,4500.0,20.0,0.0,20.0,4480.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1093&z=bijp,2018,77,MINN AVE
Storefront Signage,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1077&z=bijp,2018,77,MINN AVE
ED Salary & Operations,,,51100.0,51100.0,0,51100.0,7038.0,0.0,0.0,51100.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1007&z=bid3,2018,60,DHMS
2018 Storefront Improvements,,,27000.0,27000.0,0,27000.0,20500.0,0.0,0.0,27000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=972&z=bid3,2018,60,DHMS
Annual Meeting,,,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=986&z=bid3,2018,60,DHMS
National Small Business Week,,,400.0,400.0,0,400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=985&z=bid3,2018,60,DHMS
Board/Staff development,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=984&z=bid3,2018,60,DHMS
Newsletter,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=982&z=bid3,2018,60,DHMS
Annual Event,,,5000.0,5000.0,8000,13000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=980&z=bid3,2018,60,DHMS
Series of Promotional events,,,19000.0,19000.0,2000,21000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=981&z=bid3,2018,60,DHMS
Web page redesign,,,4000.0,0.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=987&z=bid3,2018,60,DHMS
SBTA,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=975&z=bid3,2018,60,DHMS
Small Business Ads,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=978&z=bid3,2018,60,DHMS
Banners,,,3500.0,3500.0,0,3500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=974&z=bid3,2018,60,DHMS
Branding,,,3500.0,0.0,0,3500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=973&z=bid3,2018,60,DHMS
Small Business Web Pages,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=977&z=bid3,2018,60,DHMS
Space Promotion,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=976&z=bid3,2018,60,DHMS
Small Business Saturday,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=979&z=bid3,2018,60,DHMS
SIP & TA outreach,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=983&z=bid3,2018,60,DHMS
Real Estate Mixer,2015-02-01 00:00:00,2015-04-30 00:00:00,1000.0,0.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=359&z=bh78,2015,21,NCMS
Art All Night,2015-01-01 00:00:00,2015-09-30 00:00:00,10000.0,10000.0,30000,40000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=356&z=bh78,2015,21,NCMS
Storefront Improvement Project,2015-01-01 00:00:00,2015-06-30 00:00:00,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=350&z=bh78,2015,21,NCMS
Ward 5 Gala Fundraiser,2015-01-01 00:00:00,2015-05-30 00:00:00,10000.0,0.0,20000,30000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=358&z=bh78,2015,21,NCMS
Small Business Saturday,2015-08-01 00:00:00,2015-09-15 00:00:00,200.0,200.0,0,200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=355&z=bh78,2015,21,NCMS
