project_name,start_date,end_date,dslbd_proposed_budget,dslbd_approved_budget,non-dslbd_budget,total_proposed_project_costs,total_amount_submitted_by_grantee,total_cbe_expense_amount,approved_expenses,remaining_dslbd_funds_ytd,add_expense,year,proposal_number,org_code
Newsletter Production and Printing,,,5000.0,5000.0,10000,15000.0,580.0,0.0,580.0,4420.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1038&z=bies,2018,64,SMS
Executive Director Salary,,,51100.0,51100.0,28900,80000.0,26673.5,0.0,21538.44,29561.56,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=942&z=biix,2018,75,DB CH&MP
Conference Travel & Accommodations,,,2000.0,2000.0,0,2000.0,458.8,0.0,458.8,1541.2,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=948&z=biix,2018,75,DB CH&MP
Continuing Education,,,1000.0,1000.0,0,1000.0,405.0,0.0,405.0,595.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=947&z=biix,2018,75,DB CH&MP
Volunteer Retention,,,2430.0,0.0,0,2430.0,250.0,0.0,250.0,-250.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=958&z=biix,2018,75,DB CH&MP
Branding/Marketing/Web Development,,,10000.0,10000.0,0,10000.0,2957.5,2957.5,2957.5,7042.5,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=957&z=biix,2018,75,DB CH&MP
Accounting,,,7000.0,7000.0,0,7000.0,2067.78,0.0,2067.78,4932.22,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=943&z=biix,2018,75,DB CH&MP
Get Your Business Online,,,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=944&z=biix,2018,75,DB CH&MP
IGNITE Your Business,,,10000.0,10000.0,0,10000.0,5800.0,5800.0,0.0,10000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=945&z=biix,2018,75,DB CH&MP
Professional Services/SIPS Grants,,,5470.0,5470.0,0,5470.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=946&z=biix,2018,75,DB CH&MP
Salesforce Development,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=950&z=biix,2018,75,DB CH&MP
TA Consultants,,,23000.0,23000.0,0,23000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=949&z=biix,2018,75,DB CH&MP
First Fridays,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=955&z=biix,2018,75,DB CH&MP
Columbia Heights Day,,,8000.0,8000.0,30000,38000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=952&z=biix,2018,75,DB CH&MP
Mount Pleasant Event,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=953&z=biix,2018,75,DB CH&MP
Tree Lighting,,,1000.0,1000.0,1500,2500.0,1000.0,0.0,0.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=951&z=biix,2018,75,DB CH&MP
Movie Nights,,,1000.0,0.0,3000,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=954&z=biix,2018,75,DB CH&MP
Quarterly Network Meetings,,,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=956&z=biix,2018,75,DB CH&MP
Administrative and Operating Costs,,,51100.0,51100.0,61850,112950.0,20528.4,0.0,20528.4,30571.6,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=811&z=bihx,2018,74,EMMS
Business Health Checks,,,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=817&z=bihx,2018,74,EMMS
EMMS 2018 Map,,,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=821&z=bihx,2018,74,EMMS
Business Owner Photography Project ,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=828&z=bihx,2018,74,EMMS
Training: National Main Street Center,,,2500.0,2500.0,0,2500.0,455.0,0.0,455.0,2045.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=813&z=bihx,2018,74,EMMS
Website and Software,,,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=812&z=bihx,2018,74,EMMS
Welcome Packets,,,200.0,200.0,0,200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=822&z=bihx,2018,74,EMMS
Market Week 2018,,,7000.0,7000.0,3000,10000.0,355.38,0.0,355.38,6644.62,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=824&z=bihx,2018,74,EMMS
Printing of coming soon banners and TA Guide ,,,600.0,600.0,0,600.0,224.35,0.0,224.35,375.65,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=820&z=bihx,2018,74,EMMS
Secondary Events ,,,500.0,500.0,500,1000.0,500.0,0.0,500.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=827&z=bihx,2018,74,EMMS
.,,,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=819&z=bihx,2018,74,EMMS
Facade Improvement Grant Program ,,,28000.0,28000.0,0,28000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=815&z=bihx,2018,74,EMMS
Small Business Technical Assistance Grants,,,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=818&z=bihx,2018,74,EMMS
EMMS Street Closure and Traffic Assessment,,,6500.0,6500.0,0,6500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=903&z=bihx,2018,74,EMMS
Business Census and Survey ,,,5000.0,5000.0,0,5000.0,1469.16,0.0,1468.16,3531.84,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=816&z=bihx,2018,74,EMMS
Accounting and Audit,,,5100.0,5100.0,0,5100.0,1860.0,0.0,1860.0,3240.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=814&z=bihx,2018,74,EMMS
Annual Meeting and Report,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=823&z=bihx,2018,74,EMMS
The Holly Days Promotional Campaign,,,9314.29,9314.29,1000,10314.29,9652.78,0.0,9652.78,-338.49,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=826&z=bihx,2018,74,EMMS
Way finding campaign design projects,,,6000.0,6000.0,1000,7000.0,1824.39,0.0,1824.39,4175.61,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=829&z=bihx,2018,74,EMMS
Night at the Market ,,,5000.0,5000.0,1000,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=825&z=bihx,2018,74,EMMS
Membership Outreach - Quarterly Newsletter,2016-03-01 00:00:00,2016-09-30 00:00:00,4050.0,4050.0,0,4050.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=507&z=biap,2016,38,TMS
Accounting & Financial Services,2016-01-01 00:00:00,2016-09-30 00:00:00,5918.0,5918.0,8240,14158.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=541&z=biap,2016,38,TMS
TMS Annual Meeting,2016-07-01 00:00:00,2016-09-30 00:00:00,600.0,600.0,3250,3850.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=512&z=biap,2016,38,TMS
Website and Mobile Application,2016-02-02 00:00:00,2016-08-31 00:00:00,15893.0,15893.0,0,15893.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=513&z=biap,2016,38,TMS
Earth Day - Wisconsin Avenue Beautification,2016-03-01 00:00:00,2016-05-07 00:00:00,1200.0,1200.0,440,1640.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=517&z=biap,2016,38,TMS
"Printing, Photocopying, Postage (General)",2016-01-01 00:00:00,2016-09-30 00:00:00,863.0,863.0,225,1088.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=540&z=biap,2016,38,TMS
Social Media Engagement,2016-01-01 00:00:00,2016-09-30 00:00:00,140.0,140.0,140,280.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=515&z=biap,2016,38,TMS
TMS Database,2016-02-01 00:00:00,2016-04-30 00:00:00,1200.0,1200.0,0,1200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=510&z=biap,2016,38,TMS
Tenleytown Main Street Banners,2016-04-01 00:00:00,2016-05-31 00:00:00,5600.0,5600.0,1800,7400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=523&z=biap,2016,38,TMS
Monthly Networking & Business Issues Meetings,2016-04-01 00:00:00,2016-09-30 00:00:00,600.0,600.0,600,1200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=526&z=biap,2016,38,TMS
Work Plan Development,2016-03-01 00:00:00,2016-03-31 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=529&z=biap,2016,38,TMS
Board Training and Development,2016-03-01 00:00:00,2016-09-30 00:00:00,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=530&z=biap,2016,38,TMS
Supplies & Equipment,2016-01-01 00:00:00,2016-09-30 00:00:00,811.0,811.0,900,1711.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=539&z=biap,2016,38,TMS
Establish Tenleytown Main Street Committees,2016-01-01 00:00:00,2016-02-29 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=504&z=biap,2016,38,TMS
Membership Outreach - Periodic Online Surveys,2016-02-01 00:00:00,2016-09-30 00:00:00,0.0,0.0,300,300.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=506&z=biap,2016,38,TMS
Membership Outreach - Window Clings,2016-04-01 00:00:00,2016-09-30 00:00:00,0.0,0.0,375,375.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=508&z=biap,2016,38,TMS
TMS Open House,2016-01-01 00:00:00,2016-01-31 00:00:00,0.0,0.0,200,200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=514&z=biap,2016,38,TMS
Tenley Tiger Run,2016-02-01 00:00:00,2016-04-15 00:00:00,0.0,0.0,500,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=516&z=biap,2016,38,TMS
TMS Logo,2016-02-01 00:00:00,2016-04-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=509&z=biap,2016,38,TMS
Commercial Facades,2016-03-01 00:00:00,2016-04-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=522&z=biap,2016,38,TMS
Legal Fees,2016-01-01 00:00:00,2016-09-30 00:00:00,0.0,0.0,400,400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=542&z=biap,2016,38,TMS
Travel,2016-01-01 00:00:00,2016-09-30 00:00:00,72.0,0.0,153,225.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=543&z=biap,2016,38,TMS
Inventory of Businesses and Property Owners,2016-02-01 00:00:00,2016-06-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=524&z=biap,2016,38,TMS
Insurance,2016-01-01 00:00:00,2016-09-30 00:00:00,2286.0,2286.0,0,2286.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=538&z=biap,2016,38,TMS
Communications,2016-01-01 00:00:00,2016-09-30 00:00:00,1745.0,1745.0,270,2015.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=537&z=biap,2016,38,TMS
Main Street Now Conference,2016-05-01 00:00:00,2016-05-31 00:00:00,2700.0,2700.0,0,2700.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=531&z=biap,2016,38,TMS
Office Rent & Utilities,2016-01-01 00:00:00,2016-09-30 00:00:00,4405.0,4405.0,6607,11012.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=536&z=biap,2016,38,TMS
Salary and Benefits,2016-01-01 00:00:00,2016-09-30 00:00:00,63900.0,63900.0,0,63900.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=535&z=biap,2016,38,TMS
Membership Outreach - Organizational Brochures,2016-02-01 00:00:00,2016-09-30 00:00:00,2147.0,2147.0,253,2400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=505&z=biap,2016,38,TMS
Main Street Basic Training,2016-02-01 00:00:00,2016-03-20 00:00:00,1300.0,1300.0,100,1400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=528&z=biap,2016,38,TMS
Art All Night,2016-04-01 00:00:00,2016-09-30 00:00:00,15570.0,15570.0,1390,16960.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=520&z=biap,2016,38,TMS
Year-End Evaluation,2016-09-01 00:00:00,2016-09-30 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=534&z=biap,2016,38,TMS
Building a Business Census Program,2016-04-15 00:00:00,2016-07-31 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=533&z=biap,2016,38,TMS
Economic Strengthening Committee Training,2016-04-15 00:00:00,2016-07-31 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=532&z=biap,2016,38,TMS
Maintenance of Tree Boxes,2016-03-01 00:00:00,2016-09-30 00:00:00,4400.0,4400.0,600,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=521&z=biap,2016,38,TMS
Tenleytown Vision 2026,2016-02-01 00:00:00,2016-03-15 00:00:00,3000.0,3000.0,15,3015.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=527&z=biap,2016,38,TMS
Technical Assistance to Local Businesses,2016-05-01 00:00:00,2016-09-30 00:00:00,4000.0,4000.0,1000,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=525&z=biap,2016,38,TMS
Make Music Day,2016-03-15 00:00:00,2016-07-08 00:00:00,11900.0,11900.0,990,12890.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=518&z=biap,2016,38,TMS
TMS Annual Report,2016-07-15 00:00:00,2016-09-30 00:00:00,2700.0,2700.0,0,2700.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=511&z=biap,2016,38,TMS
Storefront Improvement Projects,2016-04-01 00:00:00,2016-09-30 00:00:00,20000.0,20000.0,4500,24500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=464&z=biap,2016,38,TMS
Farmers Market,2016-03-15 00:00:00,2016-09-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=519&z=biap,2016,38,TMS
Staff Salary,,,51100.0,51100.0,70000,121100.0,28258.14,0.0,28258.15,22841.85,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=876&z=biex,2018,65,HDCMS
Art Gallery & Retail Guide,,,6000.0,6000.0,12000,18000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=874&z=biex,2018,65,HDCMS
Social Media Consulting,,,13000.0,13000.0,0,13000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=871&z=biex,2018,65,HDCMS
Streetlight Banners,,,1300.0,1300.0,0,1300.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=872&z=biex,2018,65,HDCMS
Print advertising,,,3000.0,3000.0,0,3000.0,2045.0,0.0,2045.0,955.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=868&z=biex,2018,65,HDCMS
Audit and 990,,,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=864&z=biex,2018,65,HDCMS
Print newsletter,,,16000.0,16000.0,0,16000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=865&z=biex,2018,65,HDCMS
Sigh-Awning Grant,,,9000.0,9000.0,12000,21000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=873&z=biex,2018,65,HDCMS
Main Street Conference,,,1800.0,1800.0,0,1800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=866&z=biex,2018,65,HDCMS
Annual Report,,,500.0,500.0,5000,5500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=863&z=biex,2018,65,HDCMS
Website refresh,,,3000.0,3000.0,0,3000.0,3000.0,0.0,3000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=867&z=biex,2018,65,HDCMS
Taste of Dupont,,,3800.0,3800.0,5000,8800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=869&z=biex,2018,65,HDCMS
17th Street Festival,,,32000.0,32000.0,35000,67000.0,2500.0,0.0,2500.0,29500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=870&z=biex,2018,65,HDCMS
Spring Fling: Business Expo,,,2500.0,2500.0,10000,12500.0,1500.0,0.0,1500.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=875&z=biex,2018,65,HDCMS
ED Payroll,2015-10-01 00:00:00,2016-09-30 00:00:00,37500.0,37500.0,52500,90000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=436&z=bh9n,2016,32,FORIA
Ribbon Cutting Events,2015-10-01 00:00:00,2016-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=453&z=bh9n,2016,32,FORIA
UpRising Arts Fest,2016-06-01 00:00:00,2016-07-01 00:00:00,3500.0,3500.0,3500,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=452&z=bh9n,2016,32,FORIA
PorchFest,2016-04-01 00:00:00,2016-05-01 00:00:00,2000.0,2000.0,2000,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=451&z=bh9n,2016,32,FORIA
Procrastinator's Holiday Market,2015-12-01 00:00:00,2015-12-21 00:00:00,5000.0,5000.0,7500,12500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=450&z=bh9n,2016,32,FORIA
Small Business Saturday,2015-11-22 00:00:00,2015-11-28 00:00:00,200.0,200.0,500,700.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=449&z=bh9n,2016,32,FORIA
Fall Fest Week,2016-09-24 00:00:00,2015-09-30 00:00:00,4000.0,4000.0,8000,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=448&z=bh9n,2016,32,FORIA
Holiday Decorations,2015-10-01 00:00:00,2016-09-30 00:00:00,500.0,500.0,500,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=446&z=bh9n,2016,32,FORIA
Historic Photos/Scrim,2015-10-01 00:00:00,2016-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=445&z=bh9n,2016,32,FORIA
Storefront Improvements,2015-10-01 00:00:00,2016-09-30 00:00:00,23500.0,23500.0,254000,277500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=444&z=bh9n,2016,32,FORIA
Main Street Annual Conference,2016-04-22 00:00:00,2016-04-28 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=438&z=bh9n,2016,32,FORIA
RIA Radio,2015-10-01 00:00:00,2015-09-30 00:00:00,17800.0,17800.0,11000,28800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=441&z=bh9n,2016,32,FORIA
SBTA (Individual),2015-10-01 00:00:00,2016-09-30 00:00:00,4000.0,4000.0,5000,9000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=440&z=bh9n,2016,32,FORIA
Business Bites,2015-01-25 00:00:00,2015-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=439&z=bh9n,2016,32,FORIA
Bi-annual audit,2015-10-01 00:00:00,2016-06-30 00:00:00,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=437&z=bh9n,2016,32,FORIA
Annual Meeting,2016-05-01 00:00:00,2016-06-01 00:00:00,1000.0,1000.0,1500,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=443&z=bh9n,2016,32,FORIA
Board Development,2016-01-01 00:00:00,2016-02-01 00:00:00,1500.0,1500.0,500,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=442&z=bh9n,2016,32,FORIA
Advertising ,2015-10-01 00:00:00,2016-09-30 00:00:00,6500.0,6500.0,1000,7500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=454&z=bh9n,2016,32,FORIA
Business Needs Assessments & planning,2014-10-01 00:00:00,2015-09-30 00:00:00,55000.0,0.0,0,55000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=368&z=bh83,2015,28,HSMS
Great Streets Technical Assistance Program,2014-10-01 00:00:00,2015-09-30 00:00:00,152000.0,152000.0,0,152000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=361&z=bh83,2015,28,HSMS
Great Streets commercial planning & development studies,2015-02-01 00:00:00,2015-09-30 00:00:00,125000.0,125000.0,0,125000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=387&z=bh83,2015,28,HSMS
Accounting,2014-10-01 00:00:00,2015-09-30 00:00:00,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=364&z=bh83,2015,28,HSMS
2015 H Street Festival,2014-11-01 00:00:00,2015-09-30 00:00:00,40000.0,40000.0,160000,200000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=365&z=bh83,2015,28,HSMS
Storefront Improvement Project,2014-10-01 00:00:00,2015-09-30 00:00:00,60000.0,60000.0,0,60000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=367&z=bh83,2015,28,HSMS
ED salary,2014-10-01 00:00:00,2015-09-30 00:00:00,97500.0,97500.0,0,97500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=363&z=bh83,2015,28,HSMS
Marketing & Promotion,2014-10-01 00:00:00,2015-09-30 00:00:00,60500.0,60500.0,15000,75500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=366&z=bh83,2015,28,HSMS
HSMS Technical Assistance Program ,2014-10-01 00:00:00,2015-09-30 00:00:00,59000.0,59000.0,0,59000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=362&z=bh83,2015,28,HSMS
NMSC conference registration,2014-10-01 00:00:00,2015-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=388&z=bh83,2015,28,HSMS
Great Streets Starburst Activation ,2015-04-01 00:00:00,2015-12-30 00:00:00,218000.0,218000.0,0,218000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=360&z=bh83,2015,28,HSMS
DDOT Freeway Mural Project,2011-10-01 00:00:00,2013-06-01 00:00:00,0.0,0.0,240000,240000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=36&z=bh9i,2013,3,BRMS
Fundraising Initiative,2012-10-01 00:00:00,2013-09-30 00:00:00,5000.0,0.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=108&z=bh9i,2013,3,BRMS
Fundraising Initiative,2011-10-01 00:00:00,2012-09-30 00:00:00,5000.0,0.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=50&z=bh9i,2013,3,BRMS
